"account_id";"account_currency";"exclude from invoice";"tap_code";"Tap name";"Discount (%)";"Markup (%)";"Account name";"Remove Discount for bill cycle";"Comments"
"141,082,406";"EUR";;;;"1";"1";"Secure2Go";;;
"126,051,206";"EUR";;;;"1";"1";"Security Monitoring Centre B.V.";;;
"131,440,306";"EUR";"YES";;;;"1";"Security Technology";;;
"185,686,706";"EUR";;;;"1";"1";"Semax AG";;;
"177,067,206";"EUR";"YES";;;;"1";"Sensio AS.";;;
"186,020,006";"EUR";"YES";;;;"1";"Coda Cloud Limited";;;
"186,024,106";"EUR";;;;"1";"1";"Siemens Nederland NV";;;
"225,849,205";"SEK";"YES";;;;"1";"Sigtuna Vatten & Renhållning AB";;;
"157,837,406";"EUR";;;;"1";"1";"sim2connect GmbH";;;
"185,966,706";"EUR";;;;"1";"1";"Sim-Boost UG";;;
"231,484,105";"EUR";"YES";;;;"1";"Simhuis B.V.";;;
"109,107,905";"SEK";"YES";;;;"1";"SkiSelector International AB";;;
"138,372,105";"EUR";"YES";;;;"1";"Slimm Systems BV";;;
"186,569,006";"EUR";"YES";;;;"1";"Smart Digital Machine S.L.";;;
"186,247,806";"EUR";"YES";;;;"1";"Smart-Up Solutions d.o.o";;;
"186,178,606";"EUR";"YES";;;;"1";"SmartWitness USA LLC";;;
"135,462,906";"SEK";"YES";;;;"1";"Södertörns Fjärrvärme AB";;;
"103,388,705";"EUR";"YES";;;;"1";"Cumulocity GmbH";;;
"160,790,905";"EUR";"YES";;;;"1";"SOS SURVEILLANCE SA";;;
"231,366,005";"SEK";"YES";;;;"1";"Speeron AB";;;
"126,135,006";"EUR";"YES";;;;"1";"SPOTTER B.V.";;;
"182,085,506";"SEK";"YES";;;;"1";"Statkraft Värme AB";;;
"231,245,505";"EUR";"YES";;;;"1";"Stephan Schmitt Sicherheitstechnik";;;
"158,792,405";"EUR";"YES";;;;"1";"Stichting Otterstation Nederland";;;
"231,254,705";"EUR";"YES";;;;"1";"Stiftung Medizinische Notrufzentrale MNZ Basel";;;
"148,398,106";"SEK";"YES";;;;"1";"Svenska Alarm Gruppen AB";;;
"186,040,906";"SEK";"YES";;;;"1";"Swedlock AB";;;
"231,028,405";"SEK";"YES";;;;"1";"SweTrack Electronics AB";;;
"185,976,606";"SEK";"YES";;;;"1";"Systor Vest AS";;;
"121,359,606";"EUR";"YES";;;;"1";"Tele2 Nederland 4GSM";;;
"229,441,305";"EUR";"YES";;;;"1";"Tele2 NL ABN";;;
"231,066,405";"EUR";"YES";;;;"1";"Tele2 SIA";;;
"186,318,306";"SEK";"YES";;;;"1";"Tele2 Sverige AB – Göteborgs stad";;;
"186,075,306";"EUR";"YES";;;;"1";"TELECONTACT Handel + Service GmbH";;;
"186,441,306";"EUR";"YES";;;;"1";"Telesima";;;
"186,257,606";"SEK";;;;"1";"1";"TelliQ AB";;;
"145,409,005";"EUR";"YES";;;;"1";"Tellus Mater";;;
"186,573,706";"SEK";"YES";;;;"1";"TH1NG AB";;;
"186,568,406";"SEK";"YES";;;;"1";"TH1NG AB Partner";;;
"116,568,306";"SEK";"YES";;;;"1";"ThingFarm";;;
"186,072,406";"SEK";"YES";;;;"1";"Tjeders Industri AB";;;
"231,045,305";"SEK";"YES";;;;"1";"Total Car - Legacy";;;
"108,669,605";"SEK";"YES";;;;"1";"Total Car Sweden AB";;;
"231,599,405";"EUR";"YES";;;;"1";"Tracefy B.V.";;;
"231,090,305";"EUR";"YES";;;;"1";"Track and Trace Zambia Limited";;;
"160,880,205";"SEK";"YES";;;;"1";"Track Norge AS";;;
"186,101,406";"SEK";"YES";;;;"1";"Track Norge AS - Legacy";;;
"186,451,706";"SEK";"YES";;;;"1";"Trackson AB";;;
"183,577,906";"SEK";"YES";;;;"1";"Stadsmiljöförvaltningen - Göteborgs stad";;;
"186,463,106";"SEK";"YES";;;;"1";"Tre Partner Communication AB";;;
"149,721,106";"EUR";;;;"1";"1";"Trends ICT Heerenveen B.V.";;;
"185,976,806";"SEK";"YES";;;;"1";"Trygghetsjouren";;;
"160,949,005";"EUR";"YES";;;;"1";"Tunstall Secuvita B.V.";;;
"231,386,605";"EUR";"YES";;;;"1";"TurvaCall Oy";;;
"186,662,806";"EUR";"YES";;;;"1";"Ukemix Oy_Essential";;;
"227,144,605";"EUR";"YES";;;;"1";"Ultratronik GmbH";;;
"159,917,205";"EUR";"YES";;;;"1";"Universiteit van Amsterdam";;;
"160,695,606";"SEK";"YES";;;;"1";"Urbaser AB";;;
"162,762,105";"EUR";"YES";;;;"1";"Vaculink B.V";;;
"109,998,405";"SEK";"YES";;;;"1";"Västtrafik";;;
"123,682,806";"EUR";"YES";;;;"1";"VEHIZEN";;;
"109,002,005";"EUR";"YES";;;;"1";"Vektör Teknoloji A.S";;;
"223,574,505";"EUR";"YES";;;;"1";"VENDON SIA";;;
"221,344,205";"EUR";;;;"1";"1";"Verifone Finland Oy";;;
"231,355,905";"SEK";"YES";;;;"1";"Verithings AB";;;
"155,649,105";"SEK";"YES";;;;"1";"Vetel AB";;;
"231,024,305";"SEK";"YES";;;;"1";"VGR IT";;;
"231,030,305";"SEK";"YES";;;;"1";"Viametrics AB";;;
"231,046,505";"SEK";"YES";;;;"1";"Viametrics AB - Legacy";;;
"186,101,306";"SEK";"YES";;;;"1";"Viametrics AB 2 - Legacy";;;
"185,985,706";"EUR";"YES";;;;"1";"Vision Inc.";;;
"144,515,706";"EUR";"YES";;;;"1";"Watcherenterprises B.V";;;
"138,605,705";"EUR";"YES";;;;"1";"Waterschap de Dommel";;;
"230,620,805";"EUR";"YES";;;;"1";"WGE-Tech d.o.o.";;;
"231,061,105";"EUR";"YES";;;;"1";"XL-Automaten GmbH (ex Milch Concept GmbH)";;;
"186,351,106";"SEK";"YES";;;;"1";"Xshore AB";;;
"231,487,105";"SEK";"YES";;;;"1";"Yabie AB";;;
"231,115,005";"EUR";"YES";;;;"1";"Yamabiko Europe SA/NV";;;
"231,479,205";"EUR";"YES";;;;"1";"ZEborne sarl";;;
"231,063,705";"EUR";"YES";;;;"1";"Zest4 IoT Limited";;;
"121,765,906";"EUR";;;;"1";"1";"Zintouch B.V.";;;
"231,132,405";"EUR";"YES";;;;"1";"ZOUBAIR CHAACHOUH RAISSOUNI";;;
"186,145,606";"EUR";"YES";;;;"1";"Viasat Monitoring Z o.o.";"Request to exclude from invoicing in case 00099985"
"108,370,605";"SEK";"YES";;;;"1";"AddSecure Group Services AB";"Special setup with additional cost per rate plan"
"118,341,706";"SEK";"YES";;;;"1";"AddSecure Smart Transport AB";"Special setup with additional cost per rate plan"
"185,555,406";"SEK";"YES";;;;"1";"AddSecure sp.z o.o.";"Special setup with additional cost per rate plan"
"186,706,806";"EUR";;;;;"1";"Citymesh B.V. - Essential"
"186,706,806";"EUR";;"BELMO";;;"0.333333333";"Citymesh B.V. - Essential"
"186,769,106";"EUR";;"AUSOP";;;"2.083333333";"CMI - Changan"
"186,769,106";"EUR";;"AUSTA";;;"4.583333333";"CMI - Changan"
"231,644,005";"EUR";;"AUSOP";;;"2.083333333";"CMI - Yingshi"
"231,644,005";"EUR";;"AUSTA";;;"4.583333333";"CMI - Yingshi"
